Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
1197,Exit long,2025-01-14 08:19,Close entry(s) order Long,94897.5,1,95123.5,-283.01,-0.30,99.46,0.10,-269.54,-0.28,-68438.02,-0.68
1197,Entry long,2025-01-14 07:50,Long,95123.5,1,95123.5,-283.01,-0.30,99.46,0.10,-269.54,-0.28,-68438.02,-0.68
1198,Exit long,2025-01-14 10:55,Close entry(s) order Long,95101.5,1,95173.5,-129.08,-0.14,233.95,0.25,-123.05,-0.13,-68567.11,-0.69
1198,Entry long,2025-01-14 10:32,Long,95173.5,1,95173.5,-129.08,-0.14,233.95,0.25,-123.05,-0.13,-68567.11,-0.69
1199,Exit short,2025-01-14 12:31,Close entry(s) order Short,95026,1,94733,-349.93,-0.37,0,0.00,-323.92,-0.34,-68917.04,-0.69
1199,Entry short,2025-01-14 11:51,Short,94733,1,94733,-349.93,-0.37,0,0.00,-323.92,-0.34,-68917.04,-0.69
1200,Exit long,2025-01-14 13:56,Close entry(s) order Long,95238,1,95135,45.89,0.05,561.46,0.59,-70.04,-0.07,-68871.15,-0.69
1200,Entry long,2025-01-14 13:38,Long,95135,1,95135,45.89,0.05,561.46,0.59,-70.04,-0.07,-68871.15,-0.69
1201,Exit long,2025-01-14 16:31,Close entry(s) order Long,96539.5,1,95762,719.81,0.75,1561.27,1.63,-376.73,-0.39,-68151.34,-0.68
1201,Entry long,2025-01-14 14:23,Long,95762,1,95762,719.81,0.75,1561.27,1.63,-376.73,-0.39,-68151.34,-0.68
1202,Exit short,2025-01-14 17:31,Close entry(s) order Short,96589.5,1,96463.5,-183.92,-0.19,127.56,0.13,-241.94,-0.25,-68335.26,-0.68
1202,Entry short,2025-01-14 16:48,Short,96463.5,1,96463.5,-183.92,-0.19,127.56,0.13,-241.94,-0.25,-68335.26,-0.68
1203,Exit short,2025-01-14 19:01,Long,96897,1,96302,-652.96,-0.68,560.61,0.58,-696.89,-0.72,-68988.21,-0.69
1203,Entry short,2025-01-14 17:38,Short,96302,1,96302,-652.96,-0.68,560.61,0.58,-696.89,-0.72,-68988.21,-0.69
1204,Exit long,2025-01-14 19:09,Close entry(s) order Long,96461.5,1,96897,-493.51,-0.51,322.43,0.33,-484.07,-0.50,-69481.72,-0.69
1204,Entry long,2025-01-14 19:01,Long,96897,1,96897,-493.51,-0.51,322.43,0.33,-484.07,-0.50,-69481.72,-0.69
1205,Exit short,2025-01-14 22:44,Close entry(s) order Short,96087,1,95941.5,-203.11,-0.21,604.72,0.63,-387.28,-0.40,-69684.83,-0.70
1205,Entry short,2025-01-14 21:33,Short,95941.5,1,95941.5,-203.11,-0.21,604.72,0.63,-387.28,-0.40,-69684.83,-0.70
1206,Exit long,2025-01-15 02:47,Close entry(s) order Long,96537,1,96332,147.14,0.15,630.6,0.65,-169.4,-0.18,-69537.69,-0.70
1206,Entry long,2025-01-14 23:19,Long,96332,1,96332,147.14,0.15,630.6,0.65,-169.4,-0.18,-69537.69,-0.70
1207,Exit short,2025-01-15 04:09,Close entry(s) order Short,96604,1,96274.5,-387.36,-0.40,0,0.00,-397.88,-0.41,-69925.05,-0.70
1207,Entry short,2025-01-15 03:07,Short,96274.5,1,96274.5,-387.36,-0.40,0,0.00,-397.88,-0.41,-69925.05,-0.70
1208,Exit long,2025-01-15 04:56,Close entry(s) order Long,96521,1,96650,-186.95,-0.19,66.51,0.07,-158.99,-0.16,-70112.01,-0.70
1208,Entry long,2025-01-15 04:29,Long,96650,1,96650,-186.95,-0.19,66.51,0.07,-158.99,-0.16,-70112.01,-0.70
1209,Exit long,2025-01-15 06:06,Close entry(s) order Long,96879,1,96750,70.91,0.07,521.98,0.54,-187.02,-0.19,-70041.09,-0.70
1209,Entry long,2025-01-15 05:39,Long,96750,1,96750,70.91,0.07,521.98,0.54,-187.02,-0.19,-70041.09,-0.70
1210,Exit long,2025-01-15 07:42,Close entry(s) order Long,97094.5,1,97342.5,-306.33,-0.31,160.3,0.16,-391.2,-0.40,-70347.42,-0.70
1210,Entry long,2025-01-15 07:14,Long,97342.5,1,97342.5,-306.33,-0.31,160.3,0.16,-391.2,-0.40,-70347.42,-0.70
1211,Exit long,2025-01-15 09:47,Close entry(s) order Long,97152,1,97241,-147.32,-0.15,417.83,0.43,-119.67,-0.12,-70494.74,-0.70
1211,Entry long,2025-01-15 09:27,Long,97241,1,97241,-147.32,-0.15,417.83,0.43,-119.67,-0.12,-70494.74,-0.70
1212,Exit short,2025-01-15 11:34,Close entry(s) order Short,97057,1,96777.5,-337.65,-0.35,57.47,0.06,-318.03,-0.33,-70832.39,-0.71
1212,Entry short,2025-01-15 10:42,Short,96777.5,1,96777.5,-337.65,-0.35,57.47,0.06,-318.03,-0.33,-70832.39,-0.71
1213,Exit long,2025-01-15 13:18,Close entry(s) order Long,97152,1,97099,-5.28,-0.01,421.37,0.43,-85.63,-0.09,-70837.67,-0.71
1213,Entry long,2025-01-15 12:23,Long,97099,1,97099,-5.28,-0.01,421.37,0.43,-85.63,-0.09,-70837.67,-0.71
1214,Exit short,2025-01-15 15:56,Close entry(s) order Short,96997.5,1,97007,-48.7,-0.05,308.9,0.32,-54.6,-0.06,-70886.37,-0.71
1214,Entry short,2025-01-15 14:56,Short,97007,1,97007,-48.7,-0.05,308.9,0.32,-54.6,-0.06,-70886.37,-0.71
1215,Exit short,2025-01-15 18:08,Close entry(s) order Short,96756.5,1,96666.5,-148.03,-0.15,148.5,0.15,-141,-0.15,-71034.4,-0.71
1215,Entry short,2025-01-15 16:41,Short,96666.5,1,96666.5,-148.03,-0.15,148.5,0.15,-141,-0.15,-71034.4,-0.71
1216,Exit long,2025-01-15 18:46,Close entry(s) order Long,96816,1,96958.5,-200.63,-0.21,172.41,0.18,-186.59,-0.19,-71235.03,-0.71
1216,Entry long,2025-01-15 18:11,Long,96958.5,1,96958.5,-200.63,-0.21,172.41,0.18,-186.59,-0.19,-71235.03,-0.71
1217,Exit long,2025-01-15 21:27,Close entry(s) order Long,99152,1,97184,1909.1,1.96,2534.34,2.61,-30.66,-0.03,-69325.93,-0.69
1217,Entry long,2025-01-15 18:55,Long,97184,1,97184,1909.1,1.96,2534.34,2.61,-30.66,-0.03,-69325.93,-0.69
1218,Exit short,2025-01-15 22:44,Close entry(s) order Short,99245,1,98897,-407.44,-0.41,36.83,0.04,-398.67,-0.40,-69733.37,-0.70
1218,Entry short,2025-01-15 22:03,Short,98897,1,98897,-407.44,-0.41,36.83,0.04,-398.67,-0.40,-69733.37,-0.70
1219,Exit short,2025-01-15 23:46,Close entry(s) order Short,98994,1,98761.5,-291.83,-0.30,177.87,0.18,-262.63,-0.27,-70025.2,-0.70
1219,Entry short,2025-01-15 23:23,Short,98761.5,1,98761.5,-291.83,-0.30,177.87,0.18,-262.63,-0.27,-70025.2,-0.70
1220,Exit long,2025-01-16 02:07,Close entry(s) order Long,99887.5,1,99299.5,528.24,0.53,1330.71,1.34,-96.79,-0.10,-69496.95,-0.69
1220,Entry long,2025-01-16 00:24,Long,99299.5,1,99299.5,528.24,0.53,1330.71,1.34,-96.79,-0.10,-69496.95,-0.69
1221,Exit long,2025-01-16 05:46,Close entry(s) order Long,100113,1,99876.5,176.5,0.18,943.54,0.94,-57.96,-0.06,-69320.45,-0.69
1221,Entry long,2025-01-16 04:58,Long,99876.5,1,99876.5,176.5,0.18,943.54,0.94,-57.96,-0.06,-69320.45,-0.69
1222,Exit short,2025-01-16 09:33,Close entry(s) order Short,99525.5,1,99611.5,26.26,0.03,459.12,0.46,-228.88,-0.23,-69294.2,-0.69
1222,Entry short,2025-01-16 08:08,Short,99611.5,1,99611.5,26.26,0.03,459.12,0.46,-228.88,-0.23,-69294.2,-0.69
1223,Exit long,2025-01-16 13:37,Close entry(s) order Long,99700.5,1,99600,40.71,0.04,239.62,0.24,-37.38,-0.04,-69253.48,-0.69
1223,Entry long,2025-01-16 11:58,Long,99600,1,99600,40.71,0.04,239.62,0.24,-37.38,-0.04,-69253.48,-0.69
1224,Exit short,2025-01-16 15:17,Close entry(s) order Short,99194.5,1,99537,282.88,0.28,934.14,0.94,-29.86,-0.03,-68970.6,-0.69
1224,Entry short,2025-01-16 13:50,Short,99537,1,99537,282.88,0.28,934.14,0.94,-29.86,-0.03,-68970.6,-0.69
1225,Exit long,2025-01-16 16:37,Close entry(s) order Long,99060,1,99360,-359.53,-0.36,0,0.00,-329.81,-0.33,-69330.13,-0.69
1225,Entry long,2025-01-16 16:03,Long,99360,1,99360,-359.53,-0.36,0,0.00,-329.81,-0.33,-69330.13,-0.69
1226,Exit short,2025-01-16 16:58,Close entry(s) order Short,99069.5,1,98880,-248.88,-0.25,166.34,0.17,-290.16,-0.29,-69579.02,-0.70
1226,Entry short,2025-01-16 16:47,Short,98880,1,98880,-248.88,-0.25,166.34,0.17,-290.16,-0.29,-69579.02,-0.70
1227,Exit long,2025-01-16 18:35,Close entry(s) order Long,99070,1,99333.5,-323.02,-0.33,118.2,0.12,-294.3,-0.30,-69902.04,-0.70
1227,Entry long,2025-01-16 17:51,Long,99333.5,1,99333.5,-323.02,-0.33,118.2,0.12,-294.3,-0.30,-69902.04,-0.70
1228,Exit short,2025-01-16 19:09,Close entry(s) order Short,99185.5,1,98811.5,-433.4,-0.44,60.36,0.06,-439.64,-0.44,-70335.44,-0.70
1228,Entry short,2025-01-16 18:44,Short,98811.5,1,98811.5,-433.4,-0.44,60.36,0.06,-439.64,-0.44,-70335.44,-0.70
1229,Exit short,2025-01-16 20:59,Close entry(s) order Short,98393,1,98684.5,232.38,0.24,1359.89,1.38,-74.61,-0.08,-70103.05,-0.70
1229,Entry short,2025-01-16 20:12,Short,98684.5,1,98684.5,232.38,0.24,1359.89,1.38,-74.61,-0.08,-70103.05,-0.70
1230,Exit long,2025-01-16 23:42,Close entry(s) order Long,99705.5,1,99365.5,280.28,0.28,928.69,0.93,-370.31,-0.37,-69822.78,-0.70
1230,Entry long,2025-01-16 21:32,Long,99365.5,1,99365.5,280.28,0.28,928.69,0.93,-370.31,-0.37,-69822.78,-0.70
1231,Exit long,2025-01-17 02:46,Close entry(s) order Long,100076,1,100067.5,-51.54,-0.05,501.48,0.50,-46.02,-0.05,-69874.32,-0.70
1231,Entry long,2025-01-17 01:17,Long,100067.5,1,100067.5,-51.54,-0.05,501.48,0.50,-46.02,-0.05,-69874.32,-0.70
1232,Exit short,2025-01-17 03:14,Close entry(s) order Short,100160,1,99799,-420.99,-0.42,87.06,0.09,-400.44,-0.40,-70295.31,-0.70
1232,Entry short,2025-01-17 02:52,Short,99799,1,99799,-420.99,-0.42,87.06,0.09,-400.44,-0.40,-70295.31,-0.70
1233,Exit short,2025-01-17 04:30,Close entry(s) order Short,99766.5,1,99670,-156.33,-0.16,304.6,0.31,-156.4,-0.16,-70451.64,-0.70
1233,Entry short,2025-01-17 03:52,Short,99670,1,99670,-156.33,-0.16,304.6,0.31,-156.4,-0.16,-70451.64,-0.70
1234,Exit long,2025-01-17 06:19,Close entry(s) order Long,100023.5,1,100064.5,-101.03,-0.10,305.48,0.31,-193.02,-0.19,-70552.66,-0.71
1234,Entry long,2025-01-17 05:14,Long,100064.5,1,100064.5,-101.03,-0.10,305.48,0.31,-193.02,-0.19,-70552.66,-0.71
1235,Exit long,2025-01-17 08:20,Close entry(s) order Long,100985,1,100406,518.58,0.52,1671.88,1.66,-30.62,-0.03,-70034.09,-0.70
1235,Entry long,2025-01-17 07:04,Long,100406,1,100406,518.58,0.52,1671.88,1.66,-30.62,-0.03,-70034.09,-0.70
1236,Exit long,2025-01-17 11:14,Close entry(s) order Long,101293,1,101267,-34.77,-0.03,427.62,0.42,-37.38,-0.04,-70068.85,-0.70
1236,Entry long,2025-01-17 10:21,Long,101267,1,101267,-34.77,-0.03,427.62,0.42,-37.38,-0.04,-70068.85,-0.70
1237,Exit short,2025-01-17 12:42,Close entry(s) order Short,101578,1,101264.5,-374.35,-0.37,0,0.00,-374.88,-0.37,-70443.2,-0.70
1237,Entry short,2025-01-17 12:18,Short,101264.5,1,101264.5,-374.35,-0.37,0,0.00,-374.88,-0.37,-70443.2,-0.70
1238,Exit long,2025-01-17 13:07,Close entry(s) order Long,101426,1,101620,-254.91,-0.25,8.51,0.01,-224.49,-0.22,-70698.12,-0.71
1238,Entry long,2025-01-17 12:46,Long,101620,1,101620,-254.91,-0.25,8.51,0.01,-224.49,-0.22,-70698.12,-0.71
1239,Exit long,2025-01-17 13:20,Close entry(s) order Long,101533.5,1,101733,-260.48,-0.26,0,0.00,-230.52,-0.23,-70958.6,-0.71
1239,Entry long,2025-01-17 13:12,Long,101733,1,101733,-260.48,-0.26,0,0.00,-230.52,-0.23,-70958.6,-0.71
1240,Exit long,2025-01-17 14:16,Close entry(s) order Long,101734,1,101987,-314.12,-0.31,131.4,0.13,-331.1,-0.32,-71272.72,-0.71
1240,Entry long,2025-01-17 14:02,Long,101987,1,101987,-314.12,-0.31,131.4,0.13,-331.1,-0.32,-71272.72,-0.71
1241,Exit long,2025-01-17 15:08,Close entry(s) order Long,101808.5,1,102156.5,-409.19,-0.40,62.85,0.06,-394.15,-0.39,-71681.91,-0.72
1241,Entry long,2025-01-17 14:26,Long,102156.5,1,102156.5,-409.19,-0.40,62.85,0.06,-394.15,-0.39,-71681.91,-0.72
1242,Exit long,2025-01-17 16:35,Close entry(s) order Long,102118,1,102322.5,-265.83,-0.26,206.8,0.20,-244.7,-0.24,-71947.73,-0.72
1242,Entry long,2025-01-17 16:04,Long,102322.5,1,102322.5,-265.83,-0.26,206.8,0.20,-244.7,-0.24,-71947.73,-0.72
1243,Exit long,2025-01-17 18:50,Close entry(s) order Long,102533.5,1,102600,-128.04,-0.12,310.72,0.30,-290.78,-0.28,-72075.77,-0.72
1243,Entry long,2025-01-17 17:50,Long,102600,1,102600,-128.04,-0.12,310.72,0.30,-290.78,-0.28,-72075.77,-0.72
1244,Exit long,2025-01-17 20:10,Close entry(s) order Long,102691,1,103124.5,-495.24,-0.48,0,0.00,-601.44,-0.58,-72571.02,-0.73
1244,Entry long,2025-01-17 20:07,Long,103124.5,1,103124.5,-495.24,-0.48,0,0.00,-601.44,-0.58,-72571.02,-0.73
1245,Exit long,2025-01-17 23:07,Close entry(s) order Long,104439,1,103249,1127.69,1.09,1956.53,1.89,-210.97,-0.20,-71443.33,-0.71
1245,Entry long,2025-01-17 20:27,Long,103249,1,103249,1127.69,1.09,1956.53,1.89,-210.97,-0.20,-71443.33,-0.71
1246,Exit short,2025-01-17 23:53,Close entry(s) order Short,104647,1,104050.5,-659.11,-0.63,53.28,0.05,-665.72,-0.64,-72102.44,-0.72
1246,Entry short,2025-01-17 23:23,Short,104050.5,1,104050.5,-659.11,-0.63,53.28,0.05,-665.72,-0.64,-72102.44,-0.72
1247,Exit long,2025-01-18 02:01,Close entry(s) order Long,105102.5,1,104983.5,55.97,0.05,769.5,0.73,-32,-0.03,-72046.46,-0.72
1247,Entry long,2025-01-18 00:43,Long,104983.5,1,104983.5,55.97,0.05,769.5,0.73,-32,-0.03,-72046.46,-0.72
1248,Exit short,2025-01-18 04:57,Close entry(s) order Short,104479,1,104781,239.22,0.23,591.57,0.56,-250.43,-0.24,-71807.24,-0.72
1248,Entry short,2025-01-18 02:22,Short,104781,1,104781,239.22,0.23,591.57,0.56,-250.43,-0.24,-71807.24,-0.72
1249,Exit short,2025-01-18 05:41,Close entry(s) order Short,104359.5,1,104112,-310.04,-0.30,51.27,0.05,-285.73,-0.27,-72117.28,-0.72
1249,Entry short,2025-01-18 05:21,Short,104112,1,104112,-310.04,-0.30,51.27,0.05,-285.73,-0.27,-72117.28,-0.72
1250,Exit long,2025-01-18 06:46,Close entry(s) order Long,104287.5,1,104494.5,-269.63,-0.26,94.15,0.09,-255.85,-0.24,-72386.91,-0.72
1250,Entry long,2025-01-18 06:12,Long,104494.5,1,104494.5,-269.63,-0.26,94.15,0.09,-255.85,-0.24,-72386.91,-0.72
1251,Exit short,2025-01-18 07:36,Close entry(s) order Short,104337,1,104089,-310.53,-0.30,0,0.00,-290.73,-0.28,-72697.45,-0.73
1251,Entry short,2025-01-18 07:18,Short,104089,1,104089,-310.53,-0.30,0,0.00,-290.73,-0.28,-72697.45,-0.73
1252,Exit short,2025-01-18 10:27,Close entry(s) order Short,103521.5,1,104022.5,438.74,0.42,1364.29,1.31,-31.21,-0.03,-72258.71,-0.72
1252,Entry short,2025-01-18 09:07,Short,104022.5,1,104022.5,438.74,0.42,1364.29,1.31,-31.21,-0.03,-72258.71,-0.72
1253,Exit short,2025-01-18 14:01,Close entry(s) order Short,102916.5,1,102699,-279.18,-0.27,425.69,0.41,-268.81,-0.26,-72537.89,-0.73
1253,Entry short,2025-01-18 13:08,Short,102699,1,102699,-279.18,-0.27,425.69,0.41,-268.81,-0.26,-72537.89,-0.73
1254,Exit long,2025-01-18 15:41,Close entry(s) order Long,103081.5,1,103252.5,-232.9,-0.23,142.52,0.14,-271.98,-0.26,-72770.79,-0.73
1254,Entry long,2025-01-18 14:24,Long,103252.5,1,103252.5,-232.9,-0.23,142.52,0.14,-271.98,-0.26,-72770.79,-0.73
1255,Exit short,2025-01-18 15:56,Close entry(s) order Short,103225.5,1,102825,-462.32,-0.45,0,0.00,-431.85,-0.42,-73233.11,-0.73
1255,Entry short,2025-01-18 15:44,Short,102825,1,102825,-462.32,-0.45,0,0.00,-431.85,-0.42,-73233.11,-0.73
1256,Exit long,2025-01-18 18:06,Close entry(s) order Long,103387.5,1,103270.5,55,0.05,700.02,0.68,-118.48,-0.11,-73178.11,-0.73
1256,Entry long,2025-01-18 16:56,Long,103270.5,1,103270.5,55,0.05,700.02,0.68,-118.48,-0.11,-73178.11,-0.73
1257,Exit short,2025-01-18 19:02,Close entry(s) order Short,103547.5,1,103092,-517.49,-0.50,0,0.00,-486.93,-0.47,-73695.59,-0.74
1257,Entry short,2025-01-18 18:40,Short,103092,1,103092,-517.49,-0.50,0,0.00,-486.93,-0.47,-73695.59,-0.74
1258,Exit long,2025-01-18 20:10,Close entry(s) order Long,103749,1,104020,-333.33,-0.32,487.29,0.47,-369.71,-0.36,-74028.93,-0.74
1258,Entry long,2025-01-18 19:27,Long,104020,1,104020,-333.33,-0.32,487.29,0.47,-369.71,-0.36,-74028.93,-0.74
1259,Exit long,2025-01-18 21:44,Close entry(s) order Long,104265.5,1,104610.5,-407.66,-0.39,322.62,0.31,-376.38,-0.36,-74436.59,-0.74
1259,Entry long,2025-01-18 21:08,Long,104610.5,1,104610.5,-407.66,-0.39,322.62,0.31,-376.38,-0.36,-74436.59,-0.74
1260,Exit short,2025-01-18 23:08,Close entry(s) order Short,104006.5,1,103670,-398.8,-0.38,526.9,0.51,-411.6,-0.40,-74835.39,-0.75
1260,Entry short,2025-01-18 22:09,Short,103670,1,103670,-398.8,-0.38,526.9,0.51,-411.6,-0.40,-74835.39,-0.75
1261,Exit long,2025-01-19 00:25,Close entry(s) order Long,104055.5,1,104328,-335.02,-0.32,8.7,0.01,-304.3,-0.29,-75170.41,-0.75
1261,Entry long,2025-01-19 00:18,Long,104328,1,104328,-335.02,-0.32,8.7,0.01,-304.3,-0.29,-75170.41,-0.75
1262,Exit long,2025-01-19 01:48,Close entry(s) order Long,104186.5,1,104387.5,-263.57,-0.25,50.18,0.05,-270.82,-0.26,-75433.98,-0.75
1262,Entry long,2025-01-19 01:14,Long,104387.5,1,104387.5,-263.57,-0.25,50.18,0.05,-270.82,-0.26,-75433.98,-0.75
1263,Exit short,2025-01-19 02:36,Close entry(s) order Short,104125,1,103819.5,-367.88,-0.35,40.85,0.04,-361.65,-0.35,-75801.87,-0.76
1263,Entry short,2025-01-19 01:57,Short,103819.5,1,103819.5,-367.88,-0.35,40.85,0.04,-361.65,-0.35,-75801.87,-0.76
1264,Exit long,2025-01-19 05:34,Close entry(s) order Long,104369.5,1,104263.5,43.41,0.04,418.22,0.40,-184.78,-0.18,-75758.45,-0.76
1264,Entry long,2025-01-19 04:02,Long,104263.5,1,104263.5,43.41,0.04,418.22,0.40,-184.78,-0.18,-75758.45,-0.76
1265,Exit short,2025-01-19 06:57,Close entry(s) order Short,104250,1,104171,-141.53,-0.14,159.75,0.15,-132.75,-0.13,-75899.98,-0.76
1265,Entry short,2025-01-19 06:27,Short,104171,1,104171,-141.53,-0.14,159.75,0.15,-132.75,-0.13,-75899.98,-0.76
1266,Exit long,2025-01-19 08:39,Close entry(s) order Long,104711.5,1,104533,115.73,0.11,874.64,0.84,-124.36,-0.12,-75784.26,-0.76
1266,Entry long,2025-01-19 07:05,Long,104533,1,104533,115.73,0.11,874.64,0.84,-124.36,-0.12,-75784.26,-0.76
1267,Exit short,2025-01-19 11:01,Close entry(s) order Short,104745.5,1,104586.5,-221.8,-0.21,328.12,0.31,-194.88,-0.19,-76006.05,-0.76
1267,Entry short,2025-01-19 10:36,Short,104586.5,1,104586.5,-221.8,-0.21,328.12,0.31,-194.88,-0.19,-76006.05,-0.76
1268,Exit long,2025-01-19 13:01,Close entry(s) order Long,105193.5,1,105220.5,-90.12,-0.09,369.43,0.35,-73.07,-0.07,-76096.18,-0.76
1268,Entry long,2025-01-19 11:59,Long,105220.5,1,105220.5,-90.12,-0.09,369.43,0.35,-73.07,-0.07,-76096.18,-0.76
1269,Exit short,2025-01-19 15:02,Close entry(s) order Short,104387,1,105000,550.18,0.52,1501,1.43,-331.5,-0.32,-75545.99,-0.76
1269,Entry short,2025-01-19 13:13,Short,105000,1,105000,550.18,0.52,1501,1.43,-331.5,-0.32,-75545.99,-0.76
1270,Exit long,2025-01-19 15:58,Close entry(s) order Long,104445.5,1,105084.5,-701.86,-0.67,339.47,0.32,-731.53,-0.70,-76247.85,-0.76
1270,Entry long,2025-01-19 15:22,Long,105084.5,1,105084.5,-701.86,-0.67,339.47,0.32,-731.53,-0.70,-76247.85,-0.76
1271,Exit short,2025-01-19 17:35,Close entry(s) order Short,104788.5,1,104351.5,-499.74,-0.48,139.19,0.13,-523.31,-0.50,-76747.59,-0.77
1271,Entry short,2025-01-19 17:26,Short,104351.5,1,104351.5,-499.74,-0.48,139.19,0.13,-523.31,-0.50,-76747.59,-0.77
1272,Exit long,2025-01-19 19:44,Close entry(s) order Long,104884,1,105244,-423.04,-0.40,47.93,0.05,-474.57,-0.45,-77170.63,-0.77
1272,Entry long,2025-01-19 18:40,Long,105244,1,105244,-423.04,-0.40,47.93,0.05,-474.57,-0.45,-77170.63,-0.77
1273,Exit long,2025-01-19 20:02,Close entry(s) order Long,105134.5,1,105332.5,-261.14,-0.25,372.4,0.35,-322.6,-0.31,-77431.77,-0.77
1273,Entry long,2025-01-19 19:56,Long,105332.5,1,105332.5,-261.14,-0.25,372.4,0.35,-322.6,-0.31,-77431.77,-0.77
1274,Exit short,2025-01-19 21:05,Close entry(s) order Short,105187,1,104648.5,-601.45,-0.57,130.11,0.12,-573.89,-0.55,-78033.23,-0.78
1274,Entry short,2025-01-19 20:36,Short,104648.5,1,104648.5,-601.45,-0.57,130.11,0.12,-573.89,-0.55,-78033.23,-0.78
1275,Exit short,2025-01-19 23:19,Close entry(s) order Short,104910.5,1,104656.5,-316.87,-0.30,105.6,0.10,-299.9,-0.29,-78350.09,-0.78
1275,Entry short,2025-01-19 22:42,Short,104656.5,1,104656.5,-316.87,-0.30,105.6,0.10,-299.9,-0.29,-78350.09,-0.78
1276,Exit long,2025-01-20 02:47,Close entry(s) order Long,105876.5,1,105234,579.17,0.55,1185.93,1.13,-377.57,-0.36,-77770.93,-0.78
1276,Entry long,2025-01-19 23:43,Long,105234,1,105234,579.17,0.55,1185.93,1.13,-377.57,-0.36,-77770.93,-0.78
1277,Exit short,2025-01-20 05:17,Short SL/TP,101639,1,105338.5,3637.41,3.45,5706.4,5.42,-32.6,-0.03,-74133.52,-0.74
1277,Entry short,2025-01-20 02:55,Short,105338.5,1,105338.5,3637.41,3.45,5706.4,5.42,-32.6,-0.03,-74133.52,-0.74
1278,Exit long,2025-01-20 09:19,Close entry(s) order Long,101437.5,1,101226,150.7,0.15,1043.63,1.03,-151.37,-0.15,-73982.82,-0.74
1278,Entry long,2025-01-20 07:49,Long,101226,1,101226,150.7,0.15,1043.63,1.03,-151.37,-0.15,-73982.82,-0.74
1279,Exit long,2025-01-20 11:41,Close entry(s) order Long,102228,1,102203.5,-36.83,-0.04,580.84,0.57,-145.16,-0.14,-74019.65,-0.74
1279,Entry long,2025-01-20 10:14,Long,102203.5,1,102203.5,-36.83,-0.04,580.84,0.57,-145.16,-0.14,-74019.65,-0.74
1280,Exit long,2025-01-20 14:01,Close entry(s) order Long,107925,1,102921,4940.75,4.80,7027.12,6.83,-99.38,-0.10,-69078.91,-0.69
1280,Entry long,2025-01-20 12:07,Long,102921,1,102921,4940.75,4.80,7027.12,6.83,-99.38,-0.10,-69078.91,-0.69
1281,Exit short,2025-01-20 18:19,Close entry(s) order Short,107250.5,1,107519.5,204.57,0.19,1987.24,1.85,-142.26,-0.13,-68874.34,-0.69
1281,Entry short,2025-01-20 17:43,Short,107519.5,1,107519.5,204.57,0.19,1987.24,1.85,-142.26,-0.13,-68874.34,-0.69
1282,Exit short,2025-01-20 22:07,Short SL/TP,105889.3,1,106812,858.89,0.80,3068.96,2.87,-379.54,-0.36,-68015.45,-0.68
1282,Entry short,2025-01-20 20:48,Short,106812,1,106812,858.89,0.80,3068.96,2.87,-379.54,-0.36,-68015.45,-0.68
1283,Exit short,2025-01-20 22:39,Short SL/TP,105234.5,1,103147.5,-2149.51,-2.08,2143.56,2.08,-2117.94,-2.05,-70164.96,-0.70
1283,Entry short,2025-01-20 22:36,Short,103147.5,1,103147.5,-2149.51,-2.08,2143.56,2.08,-2117.94,-2.05,-70164.96,-0.70
1284,Exit short,2025-01-21 03:48,Close entry(s) order Short,102997,1,103298,239.11,0.23,1438.01,1.39,-147.49,-0.14,-69925.84,-0.70
1284,Entry short,2025-01-21 03:09,Short,103298,1,103298,239.11,0.23,1438.01,1.39,-147.49,-0.14,-69925.84,-0.70
1285,Exit short,2025-01-21 06:18,Close entry(s) order Short,102513,1,102107,-467.39,-0.46,443.37,0.43,-550.63,-0.54,-70393.23,-0.70
1285,Entry short,2025-01-21 05:19,Short,102107,1,102107,-467.39,-0.46,443.37,0.43,-550.63,-0.54,-70393.23,-0.70
1286,Exit short,2025-01-21 07:13,Close entry(s) order Short,101419.5,1,101449,-31.36,-0.03,1308.57,1.29,-806.93,-0.80,-70424.59,-0.70
1286,Entry short,2025-01-21 06:23,Short,101449,1,101449,-31.36,-0.03,1308.57,1.29,-806.93,-0.80,-70424.59,-0.70
1287,Exit long,2025-01-21 09:39,Close entry(s) order Long,102475.5,1,102939,-525.12,-0.51,306.62,0.30,-598.38,-0.58,-70949.72,-0.71
1287,Entry long,2025-01-21 08:41,Long,102939,1,102939,-525.12,-0.51,306.62,0.30,-598.38,-0.58,-70949.72,-0.71
1288,Exit short,2025-01-21 11:43,Close entry(s) order Short,101850,1,102100.5,189.31,0.19,957.87,0.94,-460.13,-0.45,-70760.41,-0.71
1288,Entry short,2025-01-21 10:05,Short,102100.5,1,102100.5,189.31,0.19,957.87,0.94,-460.13,-0.45,-70760.41,-0.71
1289,Exit long,2025-01-21 13:31,Close entry(s) order Long,101884.5,1,102161,-337.71,-0.33,270.85,0.27,-379.15,-0.37,-71098.12,-0.71
1289,Entry long,2025-01-21 12:27,Long,102161,1,102161,-337.71,-0.33,270.85,0.27,-379.15,-0.37,-71098.12,-0.71
1290,Exit long,2025-01-21 14:55,Close entry(s) order Long,102269,1,102524,-316.44,-0.31,333.24,0.32,-351.26,-0.34,-71414.55,-0.71
