Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
4590,Exit short,2025-09-21 00:55,Close entry(s) order Short,115755.5,1,115772.5,-52.46,-0.05,89.77,0.08,-125.73,-0.11,-327149.75,-3.27
4590,Entry short,2025-09-20 22:46,Short,115772.5,1,115772.5,-52.46,-0.05,89.77,0.08,-125.73,-0.11,-327149.75,-3.27
4591,Exit short,2025-09-21 01:36,Close entry(s) order Short,115706,1,115649,-126.41,-0.11,0,0.00,-91.69,-0.08,-327276.16,-3.27
4591,Entry short,2025-09-21 01:30,Short,115649,1,115649,-126.41,-0.11,0,0.00,-91.69,-0.08,-327276.16,-3.27
4592,Exit short,2025-09-21 01:57,Close entry(s) order Short,115707.5,1,115638,-138.9,-0.12,0,0.00,-104.19,-0.09,-327415.06,-3.27
4592,Entry short,2025-09-21 01:50,Short,115638,1,115638,-138.9,-0.12,0,0.00,-104.19,-0.09,-327415.06,-3.27
4593,Exit long,2025-09-21 03:19,Close entry(s) order Long,115746.5,1,115771,-93.96,-0.08,92.77,0.08,-59.23,-0.05,-327509,-3.28
4593,Entry long,2025-09-21 02:45,Long,115771,1,115771,-93.96,-0.08,92.77,0.08,-59.23,-0.05,-327509,-3.28
4594,Exit short,2025-09-21 05:41,Close entry(s) order Short,115672,1,115675.5,-65.9,-0.06,79.8,0.07,-41.2,-0.04,-327574.9,-3.28
4594,Entry short,2025-09-21 04:42,Short,115675.5,1,115675.5,-65.9,-0.06,79.8,0.07,-41.2,-0.04,-327574.9,-3.28
4595,Exit short,2025-09-21 06:22,Close entry(s) order Short,115612,1,115545,-136.35,-0.12,15.84,0.01,-113.16,-0.10,-327711.25,-3.28
4595,Entry short,2025-09-21 05:59,Short,115545,1,115545,-136.35,-0.12,15.84,0.01,-113.16,-0.10,-327711.25,-3.28
4596,Exit short,2025-09-21 08:03,Close entry(s) order Short,115526,1,115479,-116.3,-0.10,46.36,0.04,-95.14,-0.08,-327827.56,-3.28
4596,Entry short,2025-09-21 07:16,Short,115479,1,115479,-116.3,-0.10,46.36,0.04,-95.14,-0.08,-327827.56,-3.28
4597,Exit long,2025-09-21 09:39,Close entry(s) order Long,115556,1,115598.5,-111.85,-0.10,41.32,0.04,-78.18,-0.07,-327939.4,-3.28
4597,Entry long,2025-09-21 08:19,Long,115598.5,1,115598.5,-111.85,-0.10,41.32,0.04,-78.18,-0.07,-327939.4,-3.28
4598,Exit short,2025-09-21 11:17,Close entry(s) order Short,115526.5,1,115531.5,-64.32,-0.06,55.34,0.05,-37.16,-0.03,-328003.72,-3.28
4598,Entry short,2025-09-21 09:50,Short,115531.5,1,115531.5,-64.32,-0.06,55.34,0.05,-37.16,-0.03,-328003.72,-3.28
4599,Exit long,2025-09-21 12:37,Close entry(s) order Long,115594.5,1,115556,-30.85,-0.03,165.33,0.14,-35.67,-0.03,-328034.56,-3.28
4599,Entry long,2025-09-21 11:23,Long,115556,1,115556,-30.85,-0.03,165.33,0.14,-35.67,-0.03,-328034.56,-3.28
4600,Exit long,2025-09-21 13:40,Close entry(s) order Long,115674,1,115758,-153.43,-0.13,0,0.00,-118.73,-0.10,-328188,-3.28
4600,Entry long,2025-09-21 13:23,Long,115758,1,115758,-153.43,-0.13,0,0.00,-118.73,-0.10,-328188,-3.28
4601,Exit short,2025-09-21 15:19,Close entry(s) order Short,115502,1,115555.5,-15.82,-0.01,230.83,0.20,-88.67,-0.08,-328203.8,-3.28
4601,Entry short,2025-09-21 14:00,Short,115555.5,1,115555.5,-15.82,-0.01,230.83,0.20,-88.67,-0.08,-328203.8,-3.28
4602,Exit long,2025-09-21 16:17,Close entry(s) order Long,115461.5,1,115635,-242.83,-0.21,8.81,0.01,-208.19,-0.18,-328446.66,-3.28
4602,Entry long,2025-09-21 15:27,Long,115635,1,115635,-242.83,-0.21,8.81,0.01,-208.19,-0.18,-328446.66,-3.28
4603,Exit long,2025-09-21 18:29,Close entry(s) order Long,115635,1,115677.5,-111.89,-0.10,3.8,0.00,-77.2,-0.07,-328558.53,-3.29
4603,Entry long,2025-09-21 17:47,Long,115677.5,1,115677.5,-111.89,-0.10,3.8,0.00,-77.2,-0.07,-328558.53,-3.29
4604,Exit short,2025-09-21 20:14,Close entry(s) order Short,115606.5,1,115582,-93.86,-0.08,99.83,0.09,-59.17,-0.05,-328652.4,-3.29
4604,Entry short,2025-09-21 19:53,Short,115582,1,115582,-93.86,-0.08,99.83,0.09,-59.17,-0.05,-328652.4,-3.29
4605,Exit short,2025-09-21 21:15,Close entry(s) order Short,115538,1,115447,-160.3,-0.14,0,0.00,-128.13,-0.11,-328812.7,-3.29
4605,Entry short,2025-09-21 21:00,Short,115447,1,115447,-160.3,-0.14,0,0.00,-128.13,-0.11,-328812.7,-3.29
4606,Exit short,2025-09-21 22:52,Close entry(s) order Short,115370.5,1,115384,-55.73,-0.05,179.88,0.16,-35.12,-0.03,-328868.4,-3.29
4606,Entry short,2025-09-21 21:47,Short,115384,1,115384,-55.73,-0.05,179.88,0.16,-35.12,-0.03,-328868.4,-3.29
4607,Exit long,2025-09-22 00:32,Close entry(s) order Long,115461.5,1,115483,-90.78,-0.08,114.36,0.10,-56.14,-0.05,-328959.2,-3.29
4607,Entry long,2025-09-21 23:22,Long,115483,1,115483,-90.78,-0.08,114.36,0.10,-56.14,-0.05,-328959.2,-3.29
4608,Exit short,2025-09-22 00:59,Close entry(s) order Short,115462,1,115297.5,-233.73,-0.20,0,0.00,-199.09,-0.17,-329192.94,-3.29
4608,Entry short,2025-09-22 00:38,Short,115297.5,1,115297.5,-233.73,-0.20,0,0.00,-199.09,-0.17,-329192.94,-3.29
4609,Exit short,2025-09-22 03:10,Close entry(s) order Short,115349.5,1,115309.5,-109.2,-0.09,81.91,0.07,-74.59,-0.06,-329302.12,-3.29
4609,Entry short,2025-09-22 02:29,Short,115309.5,1,115309.5,-109.2,-0.09,81.91,0.07,-74.59,-0.06,-329302.12,-3.29
4610,Exit short,2025-09-22 04:10,Close entry(s) order Short,115345,1,115179.5,-234.66,-0.20,0,0.00,-200.05,-0.17,-329536.78,-3.30
4610,Entry short,2025-09-22 03:41,Short,115179.5,1,115179.5,-234.66,-0.20,0,0.00,-200.05,-0.17,-329536.78,-3.30
4611,Exit long,2025-09-22 04:35,Close entry(s) order Long,115298.5,1,115463.5,-234.23,-0.20,24.86,0.02,-200.64,-0.17,-329771,-3.30
4611,Entry long,2025-09-22 04:15,Long,115463.5,1,115463.5,-234.23,-0.20,24.86,0.02,-200.64,-0.17,-329771,-3.30
4612,Exit short,2025-09-22 07:59,Close entry(s) order Short,114492.5,1,115043.5,482.14,0.42,821.99,0.71,-35.51,-0.03,-329288.88,-3.29
4612,Entry short,2025-09-22 06:02,Short,115043.5,1,115043.5,482.14,0.42,821.99,0.71,-35.51,-0.03,-329288.88,-3.29
4613,Exit short,2025-09-22 08:48,Close entry(s) order Short,114392.5,1,114163.5,-297.57,-0.26,31.25,0.03,-276.25,-0.24,-329586.44,-3.30
4613,Entry short,2025-09-22 08:03,Short,114163.5,1,114163.5,-297.57,-0.26,31.25,0.03,-276.25,-0.24,-329586.44,-3.30
4614,Exit long,2025-09-22 10:15,Close entry(s) order Long,114370,1,114585,-283.69,-0.25,0,0.00,-255.88,-0.22,-329870.12,-3.30
4614,Entry long,2025-09-22 09:22,Long,114585,1,114585,-283.69,-0.25,0,0.00,-255.88,-0.22,-329870.12,-3.30
4615,Exit short,2025-09-22 11:47,Close entry(s) order Short,113076,1,114288,1143.79,1.00,2701.21,2.36,-95.29,-0.08,-328726.34,-3.29
4615,Entry short,2025-09-22 11:15,Short,114288,1,114288,1143.79,1.00,2701.21,2.36,-95.29,-0.08,-328726.34,-3.29
4616,Exit short,2025-09-22 13:43,Close entry(s) order Short,112699,1,112510.5,-256.06,-0.23,88.75,0.08,-222.25,-0.20,-328982.4,-3.29
4616,Entry short,2025-09-22 13:25,Short,112510.5,1,112510.5,-256.06,-0.23,88.75,0.08,-222.25,-0.20,-328982.4,-3.29
4617,Exit short,2025-09-22 15:39,Close entry(s) order Short,112455.5,1,112371.5,-151.45,-0.13,208.29,0.19,-165.71,-0.15,-329133.84,-3.29
4617,Entry short,2025-09-22 14:45,Short,112371.5,1,112371.5,-151.45,-0.13,208.29,0.19,-165.71,-0.15,-329133.84,-3.29
4618,Exit long,2025-09-22 17:37,Close entry(s) order Long,112635,1,112666.5,-99.09,-0.09,238.2,0.21,-140.8,-0.12,-329232.94,-3.29
4618,Entry long,2025-09-22 16:21,Long,112666.5,1,112666.5,-99.09,-0.09,238.2,0.21,-140.8,-0.12,-329232.94,-3.29
4619,Exit long,2025-09-22 19:09,Close entry(s) order Long,112604,1,112861.5,-325.14,-0.29,30.14,0.03,-291.36,-0.26,-329558.1,-3.30
4619,Entry long,2025-09-22 18:43,Long,112861.5,1,112861.5,-325.14,-0.29,30.14,0.03,-291.36,-0.26,-329558.1,-3.30
4620,Exit short,2025-09-22 19:23,Close entry(s) order Short,112704,1,112459.5,-312.05,-0.28,81.76,0.07,-285.74,-0.25,-329870.12,-3.30
4620,Entry short,2025-09-22 19:12,Short,112459.5,1,112459.5,-312.05,-0.28,81.76,0.07,-285.74,-0.25,-329870.12,-3.30
4621,Exit long,2025-09-22 20:10,Close entry(s) order Long,112873.5,1,112952,-146.25,-0.13,426.11,0.38,-143.89,-0.13,-330016.38,-3.30
4621,Entry long,2025-09-22 19:28,Long,112952,1,112952,-146.25,-0.13,426.11,0.38,-143.89,-0.13,-330016.38,-3.30
4622,Exit short,2025-09-22 23:21,Close entry(s) order Short,112525.5,1,112440.5,-152.49,-0.14,195.77,0.17,-120.23,-0.11,-330168.88,-3.30
4622,Entry short,2025-09-22 22:33,Short,112440.5,1,112440.5,-152.49,-0.14,195.77,0.17,-120.23,-0.11,-330168.88,-3.30
4623,Exit long,2025-09-23 00:21,Close entry(s) order Long,112466.5,1,112701.5,-302.55,-0.27,52.69,0.05,-274.31,-0.24,-330471.4,-3.30
4623,Entry long,2025-09-23 00:05,Long,112701.5,1,112701.5,-302.55,-0.27,52.69,0.05,-274.31,-0.24,-330471.4,-3.30
4624,Exit short,2025-09-23 01:59,Close entry(s) order Short,112238,1,112261,-44.35,-0.04,347.32,0.31,-69.68,-0.06,-330515.75,-3.31
4624,Entry short,2025-09-23 01:06,Short,112261,1,112261,-44.35,-0.04,347.32,0.31,-69.68,-0.06,-330515.75,-3.31
4625,Exit long,2025-09-23 03:50,Close entry(s) order Long,112687,1,112590.5,28.92,0.03,329.72,0.29,-198.78,-0.18,-330486.84,-3.30
4625,Entry long,2025-09-23 02:07,Long,112590.5,1,112590.5,28.92,0.03,329.72,0.29,-198.78,-0.18,-330486.84,-3.30
4626,Exit short,2025-09-23 05:19,Close entry(s) order Short,112693.5,1,112572.5,-188.58,-0.17,0,0.00,-155.77,-0.14,-330675.44,-3.31
4626,Entry short,2025-09-23 04:19,Short,112572.5,1,112572.5,-188.58,-0.17,0,0.00,-155.77,-0.14,-330675.44,-3.31
4627,Exit short,2025-09-23 05:33,Close entry(s) order Short,112671.5,1,112524.5,-214.56,-0.19,0,0.00,-180.76,-0.16,-330890,-3.31
4627,Entry short,2025-09-23 05:31,Short,112524.5,1,112524.5,-214.56,-0.19,0,0.00,-180.76,-0.16,-330890,-3.31
4628,Exit short,2025-09-23 05:50,Close entry(s) order Short,112609,1,112474,-202.52,-0.18,0,0.00,-169.74,-0.15,-331092.5,-3.31
4628,Entry short,2025-09-23 05:39,Short,112474,1,112474,-202.52,-0.18,0,0.00,-169.74,-0.15,-331092.5,-3.31
4629,Exit long,2025-09-23 06:03,Close entry(s) order Long,112631,1,112750,-186.61,-0.17,36.17,0.03,-152.82,-0.14,-331279.12,-3.31
4629,Entry long,2025-09-23 05:57,Long,112750,1,112750,-186.61,-0.17,36.17,0.03,-152.82,-0.14,-331279.12,-3.31
4630,Exit short,2025-09-23 07:41,Close entry(s) order Short,112424,1,112400,-91.45,-0.08,264.78,0.24,-119.22,-0.11,-331370.56,-3.31
4630,Entry short,2025-09-23 06:22,Short,112400,1,112400,-91.45,-0.08,264.78,0.24,-119.22,-0.11,-331370.56,-3.31
4631,Exit short,2025-09-23 08:49,Close entry(s) order Short,111984,1,112091,39.78,0.04,622.87,0.56,-55.63,-0.05,-331330.78,-3.31
4631,Entry short,2025-09-23 07:55,Short,112091,1,112091,39.78,0.04,622.87,0.56,-55.63,-0.05,-331330.78,-3.31
4632,Exit long,2025-09-23 10:03,Close entry(s) order Long,111844.5,1,112435,-657.78,-0.58,0,0.00,-647.73,-0.58,-331988.6,-3.32
4632,Entry long,2025-09-23 09:33,Long,112435,1,112435,-657.78,-0.58,0,0.00,-647.73,-0.58,-331988.6,-3.32
4633,Exit long,2025-09-23 13:37,Close entry(s) order Long,112926.5,1,112466.5,392.38,0.35,639.26,0.57,-129.24,-0.11,-331596.2,-3.32
4633,Entry long,2025-09-23 10:32,Long,112466.5,1,112466.5,392.38,0.35,639.26,0.57,-129.24,-0.11,-331596.2,-3.32
4634,Exit long,2025-09-23 14:54,Close entry(s) order Long,113047,1,113142.5,-163.36,-0.14,71.06,0.06,-183.94,-0.16,-331759.56,-3.32
4634,Entry long,2025-09-23 13:50,Long,113142.5,1,113142.5,-163.36,-0.14,71.06,0.06,-183.94,-0.16,-331759.56,-3.32
4635,Exit short,2025-09-23 16:53,Close entry(s) order Short,112857.5,1,112870.5,-54.72,-0.05,191.14,0.17,-145.36,-0.13,-331814.28,-3.32
4635,Entry short,2025-09-23 15:20,Short,112870.5,1,112870.5,-54.72,-0.05,191.14,0.17,-145.36,-0.13,-331814.28,-3.32
4636,Exit long,2025-09-23 17:53,Close entry(s) order Long,112837,1,113005,-235.75,-0.21,12.6,0.01,-223.9,-0.20,-332050.03,-3.32
4636,Entry long,2025-09-23 17:14,Long,113005,1,113005,-235.75,-0.21,12.6,0.01,-223.9,-0.20,-332050.03,-3.32
4637,Exit short,2025-09-23 19:23,Close entry(s) order Short,112884.5,1,112728.5,-223.68,-0.20,16.18,0.01,-198.82,-0.18,-332273.72,-3.32
4637,Entry short,2025-09-23 19:13,Short,112728.5,1,112728.5,-223.68,-0.20,16.18,0.01,-198.82,-0.18,-332273.72,-3.32
4638,Exit long,2025-09-23 19:46,Close entry(s) order Long,112952.5,1,113060,-175.3,-0.16,167.58,0.15,-151.42,-0.13,-332449,-3.32
4638,Entry long,2025-09-23 19:36,Long,113060,1,113060,-175.3,-0.16,167.58,0.15,-151.42,-0.13,-332449,-3.32
4639,Exit short,2025-09-23 20:42,Close entry(s) order Short,112869.5,1,112634,-303.15,-0.27,162.71,0.14,-270.29,-0.24,-332752.16,-3.33
4639,Entry short,2025-09-23 20:05,Short,112634,1,112634,-303.15,-0.27,162.71,0.14,-270.29,-0.24,-332752.16,-3.33
4640,Exit short,2025-09-24 00:50,Close entry(s) order Short,111928,1,112442.5,447.19,0.40,772.27,0.69,-219.23,-0.19,-332304.97,-3.32
4640,Entry short,2025-09-23 22:47,Short,112442.5,1,112442.5,447.19,0.40,772.27,0.69,-219.23,-0.19,-332304.97,-3.32
4641,Exit short,2025-09-24 01:38,Close entry(s) order Short,111804.5,1,111627,-244.53,-0.22,99.01,0.09,-236.49,-0.21,-332549.5,-3.33
4641,Entry short,2025-09-24 01:08,Short,111627,1,111627,-244.53,-0.22,99.01,0.09,-236.49,-0.21,-332549.5,-3.33
4642,Exit short,2025-09-24 02:09,Close entry(s) order Short,111750,1,111432.5,-384.45,-0.34,0,0.00,-363.43,-0.33,-332933.97,-3.33
4642,Entry short,2025-09-24 02:06,Short,111432.5,1,111432.5,-384.45,-0.34,0,0.00,-363.43,-0.33,-332933.97,-3.33
4643,Exit long,2025-09-24 04:50,Close entry(s) order Long,112008,1,111951,-10.19,-0.01,205.41,0.18,-138.59,-0.12,-332944.16,-3.33
4643,Entry long,2025-09-24 02:30,Long,111951,1,111951,-10.19,-0.01,205.41,0.18,-138.59,-0.12,-332944.16,-3.33
4644,Exit short,2025-09-24 05:07,Close entry(s) order Short,112042.5,1,111920.5,-189.19,-0.17,63.92,0.06,-155.58,-0.14,-333133.34,-3.33
4644,Entry short,2025-09-24 04:54,Short,111920.5,1,111920.5,-189.19,-0.17,63.92,0.06,-155.58,-0.14,-333133.34,-3.33
4645,Exit short,2025-09-24 05:45,Close entry(s) order Short,111996,1,111781.5,-281.63,-0.25,0,0.00,-255.03,-0.23,-333414.97,-3.33
4645,Entry short,2025-09-24 05:41,Short,111781.5,1,111781.5,-281.63,-0.25,0,0.00,-255.03,-0.23,-333414.97,-3.33
4646,Exit long,2025-09-24 07:42,Close entry(s) order Long,112267,1,112275.5,-75.86,-0.07,169.32,0.15,-212.68,-0.19,-333490.84,-3.33
4646,Entry long,2025-09-24 05:51,Long,112275.5,1,112275.5,-75.86,-0.07,169.32,0.15,-212.68,-0.19,-333490.84,-3.33
4647,Exit short,2025-09-24 08:00,Close entry(s) order Short,112245.5,1,112080.5,-232.3,-0.21,68.38,0.06,-198.62,-0.18,-333723.12,-3.34
4647,Entry short,2025-09-24 07:47,Short,112080.5,1,112080.5,-232.3,-0.21,68.38,0.06,-198.62,-0.18,-333723.12,-3.34
4648,Exit short,2025-09-24 08:28,Close entry(s) order Short,112186.5,1,111892,-361.72,-0.32,0,0.00,-360.57,-0.32,-334084.84,-3.34
4648,Entry short,2025-09-24 08:22,Short,111892,1,111892,-361.72,-0.32,0,0.00,-360.57,-0.32,-334084.84,-3.34
4649,Exit short,2025-09-24 09:56,Close entry(s) order Short,111634,1,111840.5,139.46,0.12,809.95,0.72,-245.55,-0.22,-333945.4,-3.34
4649,Entry short,2025-09-24 08:54,Short,111840.5,1,111840.5,139.46,0.12,809.95,0.72,-245.55,-0.22,-333945.4,-3.34
4650,Exit long,2025-09-24 12:54,Close entry(s) order Long,112561,1,112356.5,137.02,0.12,354.29,0.32,-170.71,-0.15,-333808.38,-3.34
4650,Entry long,2025-09-24 10:58,Long,112356.5,1,112356.5,137.02,0.12,354.29,0.32,-170.71,-0.15,-333808.38,-3.34
4651,Exit short,2025-09-24 13:20,Close entry(s) order Short,112575,1,112439,-203.5,-0.18,0,0.00,-184.73,-0.16,-334011.88,-3.34
4651,Entry short,2025-09-24 12:58,Short,112439,1,112439,-203.5,-0.18,0,0.00,-184.73,-0.16,-334011.88,-3.34
4652,Exit short,2025-09-24 14:04,Close entry(s) order Short,112543.5,1,112381,-229.98,-0.20,0,0.00,-205.21,-0.18,-334241.84,-3.34
4652,Entry short,2025-09-24 13:42,Short,112381,1,112381,-229.98,-0.20,0,0.00,-205.21,-0.18,-334241.84,-3.34
4653,Exit long,2025-09-24 15:59,Close entry(s) order Long,112633,1,112630.5,-65.08,-0.06,167.21,0.15,-50.79,-0.05,-334306.94,-3.34
4653,Entry long,2025-09-24 15:02,Long,112630.5,1,112630.5,-65.08,-0.06,167.21,0.15,-50.79,-0.05,-334306.94,-3.34
4654,Exit long,2025-09-24 17:08,Close entry(s) order Long,112872,1,112833,-28.71,-0.03,266.65,0.24,-104.35,-0.09,-334335.66,-3.34
4654,Entry long,2025-09-24 16:23,Long,112833,1,112833,-28.71,-0.03,266.65,0.24,-104.35,-0.09,-334335.66,-3.34
4655,Exit long,2025-09-24 19:08,Close entry(s) order Long,112914.5,1,113071.5,-224.8,-0.20,10.08,0.01,-231.92,-0.21,-334560.44,-3.35
4655,Entry long,2025-09-24 18:53,Long,113071.5,1,113071.5,-224.8,-0.20,10.08,0.01,-231.92,-0.21,-334560.44,-3.35
4656,Exit long,2025-09-24 19:16,Close entry(s) order Long,112987,1,113181,-261.85,-0.23,0,0.00,-258.95,-0.23,-334822.28,-3.35
4656,Entry long,2025-09-24 19:11,Long,113181,1,113181,-261.85,-0.23,0,0.00,-258.95,-0.23,-334822.28,-3.35
4657,Exit short,2025-09-24 19:34,Close entry(s) order Short,112989,1,112797,-259.74,-0.23,0,0.00,-226.84,-0.20,-335082.03,-3.35
4657,Entry short,2025-09-24 19:28,Short,112797,1,112797,-259.74,-0.23,0,0.00,-226.84,-0.20,-335082.03,-3.35
4658,Exit long,2025-09-24 21:21,Close entry(s) order Long,113373,1,113233,72.02,0.06,594.53,0.52,-34.47,-0.03,-335010,-3.35
4658,Entry long,2025-09-24 20:12,Long,113233,1,113233,72.02,0.06,594.53,0.52,-34.47,-0.03,-335010,-3.35
4659,Exit long,2025-09-24 23:38,Close entry(s) order Long,113662,1,113700,-106.21,-0.09,173.39,0.15,-172.61,-0.15,-335116.22,-3.35
4659,Entry long,2025-09-24 22:25,Long,113700,1,113700,-106.21,-0.09,173.39,0.15,-172.61,-0.15,-335116.22,-3.35
4660,Exit short,2025-09-25 01:36,Close entry(s) order Short,113473.5,1,113514,-27.6,-0.02,239.45,0.21,-209.55,-0.18,-335143.8,-3.35
4660,Entry short,2025-09-24 23:49,Short,113514,1,113514,-27.6,-0.02,239.45,0.21,-209.55,-0.18,-335143.8,-3.35
4661,Exit short,2025-09-25 03:19,Close entry(s) order Short,113450,1,113290.5,-227.52,-0.20,0,0.00,-207.49,-0.18,-335371.34,-3.35
4661,Entry short,2025-09-25 03:15,Short,113290.5,1,113290.5,-227.52,-0.20,0,0.00,-207.49,-0.18,-335371.34,-3.35
4662,Exit short,2025-09-25 03:32,Close entry(s) order Short,113456.5,1,113235.5,-289.01,-0.26,0,0.00,-254.97,-0.23,-335660.34,-3.36
4662,Entry short,2025-09-25 03:29,Short,113235.5,1,113235.5,-289.01,-0.26,0,0.00,-254.97,-0.23,-335660.34,-3.36
4663,Exit long,2025-09-25 03:37,Close entry(s) order Long,113362,1,113582,-288.08,-0.25,0,0.00,-254.07,-0.22,-335948.44,-3.36
4663,Entry long,2025-09-25 03:34,Long,113582,1,113582,-288.08,-0.25,0,0.00,-254.07,-0.22,-335948.44,-3.36
4664,Exit long,2025-09-25 04:01,Close entry(s) order Long,113410,1,113600.5,-258.6,-0.23,0,0.00,-229.08,-0.20,-336207.03,-3.36
4664,Entry long,2025-09-25 03:44,Long,113600.5,1,113600.5,-258.6,-0.23,0,0.00,-229.08,-0.20,-336207.03,-3.36
4665,Exit short,2025-09-25 05:34,Close entry(s) order Short,113343,1,113226.5,-184.47,-0.16,38.03,0.03,-192.97,-0.17,-336391.5,-3.36
4665,Entry short,2025-09-25 04:23,Short,113226.5,1,113226.5,-184.47,-0.16,38.03,0.03,-192.97,-0.17,-336391.5,-3.36
4666,Exit short,2025-09-25 06:43,Close entry(s) order Short,113184.5,1,113086,-166.38,-0.15,181.57,0.16,-209.43,-0.19,-336557.88,-3.37
4666,Entry short,2025-09-25 06:00,Short,113086,1,113086,-166.38,-0.15,181.57,0.16,-209.43,-0.19,-336557.88,-3.37
4667,Exit short,2025-09-25 08:02,Close entry(s) order Short,112962,1,112850,-179.74,-0.16,417.65,0.37,-145.85,-0.13,-336737.62,-3.37
4667,Entry short,2025-09-25 07:04,Short,112850,1,112850,-179.74,-0.16,417.65,0.37,-145.85,-0.13,-336737.62,-3.37
4668,Exit short,2025-09-25 11:51,Close entry(s) order Short,111770,1,112379.5,542.26,0.48,832.29,0.74,-240.71,-0.21,-336195.38,-3.36
4668,Entry short,2025-09-25 08:57,Short,112379.5,1,112379.5,542.26,0.48,832.29,0.74,-240.71,-0.21,-336195.38,-3.36
4669,Exit short,2025-09-25 12:46,Close entry(s) order Short,111638.5,1,111467,-238.43,-0.21,33.56,0.03,-264.44,-0.24,-336433.8,-3.36
4669,Entry short,2025-09-25 12:27,Short,111467,1,111467,-238.43,-0.21,33.56,0.03,-264.44,-0.24,-336433.8,-3.36
4670,Exit long,2025-09-25 14:17,Close entry(s) order Long,111698,1,111898.5,-267.58,-0.24,60.43,0.05,-258.07,-0.23,-336701.38,-3.37
4670,Entry long,2025-09-25 13:41,Long,111898.5,1,111898.5,-267.58,-0.24,60.43,0.05,-258.07,-0.23,-336701.38,-3.37
4671,Exit long,2025-09-25 15:06,Close entry(s) order Long,111922.5,1,112031.5,-176.19,-0.16,166.39,0.15,-144.11,-0.13,-336877.56,-3.37
4671,Entry long,2025-09-25 14:56,Long,112031.5,1,112031.5,-176.19,-0.16,166.39,0.15,-144.11,-0.13,-336877.56,-3.37
4672,Exit short,2025-09-25 17:38,Close entry(s) order Short,111532.5,1,111627.5,28.05,0.03,348.51,0.31,-237.99,-0.21,-336849.5,-3.37
4672,Entry short,2025-09-25 15:23,Short,111627.5,1,111627.5,28.05,0.03,348.51,0.31,-237.99,-0.21,-336849.5,-3.37
4673,Exit short,2025-09-25 18:01,Close entry(s) order Short,111482.5,1,111105.5,-443.78,-0.40,62.67,0.06,-521.33,-0.47,-337293.28,-3.37
4673,Entry short,2025-09-25 18:00,Short,111105.5,1,111105.5,-443.78,-0.40,62.67,0.06,-521.33,-0.47,-337293.28,-3.37
4674,Exit short,2025-09-25 18:45,Close entry(s) order Short,111227.5,1,110983,-311.16,-0.28,136.21,0.12,-302.29,-0.27,-337604.44,-3.38
4674,Entry short,2025-09-25 18:32,Short,110983,1,110983,-311.16,-0.28,136.21,0.12,-302.29,-0.27,-337604.44,-3.38
4675,Exit short,2025-09-25 19:40,Close entry(s) order Short,111146,1,110600,-612.52,-0.55,0,0.00,-637.18,-0.58,-338216.97,-3.38
4675,Entry short,2025-09-25 19:14,Short,110600,1,110600,-612.52,-0.55,0,0.00,-637.18,-0.58,-338216.97,-3.38
4676,Exit short,2025-09-26 00:23,Close entry(s) order Short,109558,1,110662.5,1038.43,0.94,2045.3,1.85,-61.2,-0.06,-337178.53,-3.37
4676,Entry short,2025-09-25 22:39,Short,110662.5,1,110662.5,1038.43,0.94,2045.3,1.85,-61.2,-0.06,-337178.53,-3.37
4677,Exit long,2025-09-26 01:22,Close entry(s) order Long,109316,1,109888,-637.76,-0.58,17.03,0.02,-624.97,-0.57,-337816.3,-3.38
4677,Entry long,2025-09-26 00:51,Long,109888,1,109888,-637.76,-0.58,17.03,0.02,-624.97,-0.57,-337816.3,-3.38
4678,Exit short,2025-09-26 02:39,Close entry(s) order Short,109519.5,1,109168.5,-416.61,-0.38,120.25,0.11,-383.75,-0.35,-338232.9,-3.38
4678,Entry short,2025-09-26 01:43,Short,109168.5,1,109168.5,-416.61,-0.38,120.25,0.11,-383.75,-0.35,-338232.9,-3.38
4679,Exit long,2025-09-26 04:56,Close entry(s) order Long,109360,1,109611,-316.69,-0.29,4.62,0.00,-315.38,-0.29,-338549.6,-3.39
4679,Entry long,2025-09-26 04:34,Long,109611,1,109611,-316.69,-0.29,4.62,0.00,-315.38,-0.29,-338549.6,-3.39
4680,Exit short,2025-09-26 05:37,Close entry(s) order Short,109177,1,109183.5,-59.01,-0.05,443.74,0.41,-77.26,-0.07,-338608.62,-3.39
4680,Entry short,2025-09-26 05:04,Short,109183.5,1,109183.5,-59.01,-0.05,443.74,0.41,-77.26,-0.07,-338608.62,-3.39
4681,Exit long,2025-09-26 08:02,Close entry(s) order Long,109499,1,109527.5,-94.21,-0.09,216.64,0.20,-290.86,-0.27,-338702.8,-3.39
4681,Entry long,2025-09-26 06:26,Long,109527.5,1,109527.5,-94.21,-0.09,216.64,0.20,-290.86,-0.27,-338702.8,-3.39
4682,Exit short,2025-09-26 08:48,Close entry(s) order Short,109564,1,109444,-185.7,-0.17,77.17,0.07,-191.33,-0.17,-338888.53,-3.39
4682,Entry short,2025-09-26 08:37,Short,109444,1,109444,-185.7,-0.17,77.17,0.07,-191.33,-0.17,-338888.53,-3.39
4683,Exit short,2025-09-26 09:24,Close entry(s) order Short,109585.5,1,109312,-339.17,-0.31,26.71,0.02,-332.29,-0.30,-339227.7,-3.39
